hgnc_id	alias_name|alias_symbol|name|prev_name|prev_symbol|symbol
HGNC:3284	BM-010|DDX2B|EIF4A|EIF4A2|EIF4F|eukaryotic translation initiation factor 4A, isoform 2|eukaryotic translation initiation factor 4A2
HGNC:18683	DDX48|DEAD (Asp-Glu-Ala-Asp) box polypeptide 48|EIF4A3|EIF4AIII|KIAA0111|eukaryotic translation initiation factor 4A, isoform 3|eukaryotic translation initiation factor 4A3
HGNC:3285	EIF4B|eukaryotic translation initiation factor 4B
HGNC:3287	EIF4E|EIF4E1|EIF4EL1|EIF4F|eukaryotic translation initiation factor 4E
HGNC:33179	EIF4E1B|FLJ36951|eukaryotic translation initiation factor 4E family member 1B
HGNC:3293	4EHP|EIF4E2|EIF4EL3|IF4e|eukaryotic translation initiation factor 4E family member 2|eukaryotic translation initiation factor 4E-like 3
HGNC:31837	EIF4E3|MGC39820|eukaryotic translation initiation factor 4E family member 3|eukaryotic translation initiation factor 4E member 3
HGNC:3288	4E-BP1|EIF4EBP1|PHAS-I|eukaryotic translation initiation factor 4E binding protein 1|phosphorylated heat- and acid-stable protein regulated by insulin 1
HGNC:3289	EIF4EBP2|eukaryotic translation initiation factor 4E binding protein 2
HGNC:3290	4E-BP3|EIF4EBP3|eukaryotic translation initiation factor 4E binding protein 3
HGNC:16687	2610509L04Rik|4E-T|Clast4|EIF4ENIF1|FLJ21601|eukaryotic translation initiation factor 4E nuclear import factor 1
HGNC:3296	EIF4F|EIF4G|EIF4G1|PARK18|eukaryotic translation initiation factor 4 gamma 1|eukaryotic translation initiation factor 4 gamma, 1|p220
HGNC:3297	DAP5|EIF4G2|NAT1|eukaryotic translation initiation factor 4 gamma 2|eukaryotic translation initiation factor 4 gamma, 2|p97
HGNC:3298	EIF4G3|eIF4GII|eukaryotic translation initiation factor 4 gamma 3|eukaryotic translation initiation factor 4 gamma, 3
HGNC:12741	EIF4H|KIAA0038|WBSCR1|WSCR1|Williams-Beuren syndrome chromosome region 1|eukaryotic translation initiation factor 4H
HGNC:3299	EIF5|eukaryotic translation initiation factor 5
HGNC:3300	EIF-5A|EIF5A|EIF5A1|MGC104255|MGC99547|eukaryotic translation initiation factor 5A
HGNC:3301	EIF5A2|eukaryotic translation initiation factor 5A2
HGNC:17419	EIF5AL1|EIF5AP1|bA342M3.3|eukaryotic translation initiation factor 5A pseudogene 1|eukaryotic translation initiation factor 5A-like 1
HGNC:30793	DKFZp434I036|EIF5B|FLJ10524|IF2|KIAA0741|eukaryotic translation initiation factor 5B|translation initiation factor IF2
HGNC:6159	EIF3A|EIF6|ITGB4BP|b(2)gcn|eukaryotic translation initiation factor 6|integrin beta 4 binding protein|p27BBP
HGNC:14197	D29|ELAC1|RNaseZ(S)|elaC (E. coli) homolog 1|elaC homolog 1 (E. coli)|elaC ribonuclease Z 1|tRNA Z (short form)
HGNC:14198	ELAC2|FLJ10530|HPC2|elaC (E. coli) homolog 2|elaC homolog 2 (E. coli)|elaC ribonuclease Z 2|tRNase Z (long form)
HGNC:3309	ELA2|ELANE|HLE|HNE|NE|elastase 2, neutrophil|elastase, neutrophil expressed|leukocyte elastase|medullasin|neutrophil elastase
HGNC:3312	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)|ELAV like RNA binding protein 1|ELAVL1|HUR|Hu antigen R|HuR|Hua|MelG|embryonic lethal, abnormal vision, drosophila, homolog-like 1
HGNC:3313	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)|ELAV like RNA binding protein 2|ELAV like neuron-specific RNA binding protein 2|ELAVL2|HEL-N1|Hu antigen B|HuB
HGNC:3314	DKFZp547J036|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)|ELAV like RNA binding protein 3|ELAV like neuron-specific RNA binding protein 3|ELAV-like protein 3|ELAVL3|HUC|HUCL|Hu antigen C|MGC20653|PLE21|paraneoplastic cerebellar degeneration-associated antigen|paraneoplastic limbic encephalitis antigen 21
HGNC:3315	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)|ELAV like RNA binding protein 4|ELAV like neuron-specific RNA binding protein 4|ELAVL4|HUD|Hu antigen D|PNEM
HGNC:3316	E74 like ETS transcription factor 1|E74-like factor 1 (ets domain transcription factor)|ELF1
HGNC:3317	E74 like ETS transcription factor 2|E74-like factor 2 (ets domain transcription factor)|ELF2|EU32|NERF|NERF-1A|NERF-1B|NERF-2
HGNC:3318	E74 like ETS transcription factor 3|E74-like factor 3 (ets domain transcription factor, epithelial-specific )|ELF3|EPR-1|ERT|ESE-1|ESX
HGNC:3319	E74 like ETS transcription factor 4|E74-like factor 4 (ets domain transcription factor)|ELF4|ELFR|MEF
HGNC:3320	E74 like ETS transcription factor 5|E74-like factor 5 (ets domain transcription factor)|ELF5
HGNC:33154	ELFN1|PPP1R28|extracellular leucine rich repeat and fibronectin type III domain containing 1|extracellular leucine-rich repeat and fibronectin type III containing 1|protein phosphatase 1, regulatory subunit 28
HGNC:29396	ELFN2|KIAA1904|LRRC62|PPP1R29|dJ63G5.3|extracellular leucine rich repeat and fibronectin type III domain containing 2|extracellular leucine-rich repeat and fibronectin type III containing 2|leucine rich repeat containing 62|protein phosphatase 1, regulatory subunit 29
HGNC:3321	ELK1|ELK1, ETS transcription factor|ELK1, member of ETS oncogene family
HGNC:3325	ELK3|ELK3, ETS transcription factor|ELK3, ETS-domain protein (SRF accessory protein 2)|ERP|NET|SAP2|SRF accessory protein 2
HGNC:3326	ELK4|ELK4, ETS transcription factor|ELK4, ETS-domain protein (SRF accessory protein 1)|SAP1|SRF accessory protein 1
HGNC:23114	C19orf17|ELL|ELL1|Men|PPP1R68|chromosome 19 open reading frame 17|eleven-nineteen lysine-rich leukemia gene|elongation factor RNA polymerase II|elongation factor for RNA polymerase II|protein phosphatase 1, regulatory subunit 68
HGNC:17064	ELL2|elongation factor for RNA polymerase II 2|elongation factor, RNA polymerase II, 2
HGNC:23113	ELL3|FLJ22637|elongation factor RNA polymerase II-like 3|elongation factor for RNA polymerase II 3
HGNC:16286	CED-12|CED12|ELMO-1|ELMO1|KIAA0281|engulfment and cell motility 1|engulfment and cell motility 1 (ced-12 homolog, C. elegans)
HGNC:17233	CED-12|CED12|ELMO-2|ELMO2|FLJ11656|KIAA1834|engulfment and cell motility 2|engulfment and cell motility 2 (ced-12 homolog, C. elegans)
HGNC:17289	CED-12|CED12|ELMO-3|ELMO3|FLJ13824|engulfment and cell motility 3|engulfment and cell motility 3 (ced-12 homolog, C. elegans)
HGNC:25334	DKFZp547C176|ELMO domain containing 1|ELMO/CED-12 domain containing 1|ELMOD1
HGNC:28111	ELMO domain containing 2|ELMO/CED-12 domain containing 2|ELMOD2|MGC10084
HGNC:26158	DFNB88|ELMO domain containing 3|ELMO/CED-12 domain containing 3|ELMOD3|FLJ21977|RBED1|RBM29|RNA binding motif and ELMO/CED-12 domain 1|RNA binding motif protein 29|deafness, autosomal recessive 88
HGNC:19853	C14orf117|C14orf43|ELM2 and Myb/SANT domain containing 1|ELMSAN1|LSR68|chromosome 14 open reading frame 117|chromosome 14 open reading frame 43
HGNC:3327	ELN|SVAS|WBS|WS|Williams-Beuren syndrome|elastin|supravalvular aortic stenosis|tropoelastin
HGNC:28691	ELF1|ELOF1|MGC4549|elongation factor 1 homolog|elongation factor 1 homolog (ELF1, S. cerevisiae)|elongation factor 1 homolog (S. cerevisiae)
HGNC:14418	ELOVL fatty acid elongase 1|ELOVL1|Ssc1|elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
HGNC:14416	ELOVL fatty acid elongase 2|ELOVL2|Ssc2|elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
HGNC:18047	CIG-30|ELOVL fatty acid elongase 3|ELOVL3|elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
HGNC:14415	CT118|ELOVL fatty acid elongase 4|ELOVL4|SCA34|STGD2|STGD3|cancer/testis antigen 118|elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4|spinocerebellar ataxia 34
HGNC:21308	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)|ELOVL fatty acid elongase 5|ELOVL5|HELO1|SCA38|dJ483K16.1|spinocerebellar ataxia 38
HGNC:15829	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)|ELOVL fatty acid elongase 6|ELOVL6|FLJ23378|LCE|MGC5487
HGNC:26292	ELOVL family member 7, elongation of long chain fatty acids (yeast)|ELOVL fatty acid elongase 7|ELOVL7|FLJ23563
HGNC:18248	ELP2|FLJ10879|STATIP1|StIP|elongation protein 2 homolog (S. cerevisiae)|elongator acetyltransferase complex subunit 2|signal transducer and activator of transcription 3 interacting protein 1
HGNC:20696	ELP3|FLJ10422|KAT9|elongation protein 3 homolog (S. cerevisiae)|elongator acetyltransferase complex subunit 3
HGNC:1171	C11orf19|ELP4|PAXNEB|chromosome 11 open reading frame 19|elongation protein 4 homolog (S. cerevisiae)|elongator acetyltransferase complex subunit 4
HGNC:30617	C17orf81|DERP6|ELP5|S-phase 2 protein|chromosome 17 open reading frame 81|dermal papilla derived protein 6|elongator acetyltransferase complex subunit 5
HGNC:25976	C3orf75|ELP6|FLJ20211|TMEM103|chromosome 3 open reading frame 75|elongator acetyltransferase complex subunit 6|transmembrane protein 103
HGNC:14417	E12|EDDM12|ELSPBP1|HE12|epididymal protein 12|epididymal sperm binding protein 1
HGNC:30465	EMB|MGC71745|embigin|embigin homolog (mouse)
HGNC:28957	EMC1|ER membrane protein complex subunit 1|KIAA0090
HGNC:28963	EMC2|ER membrane protein complex subunit 2|KIAA0103|TTC35|tetratricopeptide repeat domain 35
HGNC:23999	EMC3|ER membrane protein complex subunit 3|TMEM111|transmembrane protein 111
HGNC:28032	EMC4|ER membrane protein complex subunit 4|FLJ90746|MGC24415|PIG17|TMEM85|transmembrane protein 85
HGNC:28430	EMC6|ER membrane protein complex subunit 6|MGC2963|TMEM93|transmembrane protein 93
HGNC:24301	C11orf3|C15orf24|EMC7|ER membrane protein complex subunit 7|chromosome 15 open reading frame 24
HGNC:7864	C16orf2|C16orf4|COX4 neighbor|COX4NB|EMC8|ER membrane protein complex subunit 8|FAM158B|NOC4|chromosome 16 open reading frame 2|chromosome 16 open reading frame 4|family with sequence similarity 158, member B|neighbor of COX4
HGNC:20273	C14orf122|CGI-112|EMC9|ER membrane protein complex subunit 9|FAM158A|chromosome 14 open reading frame 122|family with sequence similarity 158, member A
HGNC:27609	C19orf63|EMC10|ER membrane protein complex subunit 10|HSM1|HSS1|INM02|chromosome 19 open reading frame 63|hematopoietic signal peptide-containing membrane domain-containing 1|hematopoietic signal peptide-containing secreted 1
HGNC:16041	EMCN|MUC14|endomucin
HGNC:3331	EMD|Emery-Dreifuss muscular dystrophy|LEM domain containing 5|LEMD5|STA|emerin
HGNC:24965	EME1|FLJ31364|MMS4L|SLX2 structure-specific endonuclease subunit homolog A (S. cerevisiae)|SLX2A|essential meiotic endonuclease 1 homolog 1 (S. pombe)|essential meiotic structure-specific endonuclease 1
HGNC:27289	EME2|FLJ00151|SLX2 structure-specific endonuclease subunit homolog B (S. cerevisiae)|SLX2B|essential meiotic endonuclease 1 homolog 2 (S. pombe)|essential meiotic structure-specific endonuclease subunit 2
HGNC:16912	C2F|EMG1|EMG1 nucleolar protein homolog (S. cerevisiae)|EMG1, N1-specific pseudouridine methyltransferase|Grcc2f|NEP1
HGNC:18036	EMI domain containing 1|EMI5|EMID1|EMU1|emilin and multimerin-domain containing protein 1|hEmu1|putative emu1
HGNC:19880	DKFZp586M121|EMILIN1|elastin microfibril interfacer 1|gp115
HGNC:19881	EMILIN2|FLJ33200|FOAP-10|elastin microfibril interfacer 2
HGNC:16123	C20orf130|EMILIN3|EMILIN5|chromosome 20 open reading frame 130|dJ620E11.4|elastin microfibril interfacer 3|elastin microfibril interfacer 5
HGNC:3330	ELP79|EMAP|EMAPL|EML1|HuEMAP|echinoderm microtubule associated protein like 1
HGNC:18035	ELP70|EMAP-2|EMAP2|EML2|echinoderm MT-associated protein (EMAP)-like protein 70|echinoderm microtubule associated protein like 2|microtubule-associated protein like echinoderm EMAP
HGNC:26666	ELP95|EML3|FLJ35827|echinoderm microtubule associated protein like 3
HGNC:1316	C2orf2|ELP120|EML4|ROPP120|echinoderm microtubule associated protein like 4
HGNC:18197	EMAP-2|EML5|HuEMAP-2|echinoderm microtubule associated protein like 5
HGNC:35412	EML6|FLJ42562|echinoderm microtubule associated protein like 6
HGNC:3333	CL-20|EMP1|TMP|epithelial membrane protein 1
HGNC:3334	EMP2|XMP|epithelial membrane protein 2
HGNC:3335	EMP3|YMP|epithelial membrane protein 3
HGNC:18071	C11orf30|EMSY|EMSY, BRCA2 interacting transcriptional repressor|chromosome 11 open reading frame 30
HGNC:3340	EMX1|empty spiracles homeobox 1|empty spiracles homolog 1 (Drosophila)
HGNC:3341	EMX2|empty spiracles homeobox 2|empty spiracles homolog 2 (Drosophila)
HGNC:3342	EN1|engrailed homeobox 1
HGNC:3343	EN2|engrailed homeobox 2
HGNC:18271	ENAH|FLJ10773|MENA|NDPP1|enabled homolog (Drosophila)|mammalian enabled
HGNC:3344	AIH2|ENAM|amelogenesis imperfecta 2, hypocalcification (autosomal dominant)|enamelin
HGNC:3345	ENC-1|ENC1|KLHL37|NRPB|PIG10|TP53I10|ectodermal-neural cortex 1|ectodermal-neural cortex 1 (with BTB domain)|ectodermal-neural cortex 1 (with BTB-like domain)|kelch-like family member 37
HGNC:29129	ENDOD1|KIAA0830|endonuclease domain containing 1
HGNC:3346	ENDOG|endonuclease G
HGNC:14369	ENDOU|P11|PP11|PRSS26|endonuclease, poly(U) specific|endonuclease, polyU-specific
HGNC:26640	ENDOV|FLJ35220|endonuclease V
HGNC:3349	CD105|END|ENG|HHT1|ORW|ORW1|Osler-Rendu-Weber syndrome 1|endoglin
HGNC:24622	Di-N-acetylchitobiosyl beta-N-acetylglucosaminidase|ENGASE|FLJ21865|Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase|endo-beta-N-acetylglucosaminidase
HGNC:24838	C9orf165|ENHO|UNQ470|adropin|chromosome 9 open reading frame 165|energy homeostasis associated
HGNC:25246	C16orf48|DKFZP434A1319|ENKD1|chromosome 16 open reading frame 48|enkurin domain containing 1
HGNC:28388	C10orf63|CFAP106|ENKUR|MGC26778|chromosome 10 open reading frame 63|enkurin|enkurin, TRPC channel interacting protein
HGNC:3350	ENO1|ENO1L1|MBP-1|MPB1|PPH|alpha-enolase|enolase 1|enolase 1, (alpha)
HGNC:3353	ENO2|enolase 2|enolase 2 (gamma, neuronal)|gamma-enolase|neuronal enriched enolase
HGNC:3354	ENO3|beta-enolase|enolase 3|enolase 3 (beta, muscle)|enolase 3, (beta, muscle)|muscle enriched enolase
HGNC:31670	AC023283.3|C10orf134|ENO4|chromosome 10 open reading frame 134|enolase family member 4
HGNC:24599	E1|ENOPH1|Enolase-phosphatase E1|MASA|acireductone synthase|enolase-phosphatase 1|mtnC
HGNC:30365	ENOSF1|HSRTSBETA|TYMSAS|enolase superfamily member 1|rTS
HGNC:25474	CNOX|ENOX1|FLJ10094|PIG38|cCNOX|ecto-NOX disulfide-thiol exchanger 1
HGNC:2259	APK1|COVA1|ENOX2|cytosolic ovarian carcinoma antigen 1|ecto-NOX disulfide-thiol exchanger 2|tNOX
HGNC:3355	CD249|ENPEP|glutamyl aminopeptidase|glutamyl aminopeptidase (aminopeptidase A)|gp160
HGNC:3356	ENPP1|M6S1|NPPS|PC-1|PCA1|PDNP1|ectonucleotide pyrophosphatase/phosphodiesterase 1
HGNC:3357	ATX|ENPP2|PD-IALPHA|PDNP2|autotaxin|ectonucleotide pyrophosphatase/phosphodiesterase 2
HGNC:3358	B10|CD203c|ENPP3|PD-IBETA|PDNP3|ectonucleotide pyrophosphatase/phosphodiesterase 3|gp130RB13-6
HGNC:3359	ENPP4|KIAA0879|NPP4|ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
HGNC:13717	ENPP5|ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
HGNC:23409	ENPP6|MGC33971|ectonucleotide pyrophosphatase/phosphodiesterase 6
HGNC:23764	ENPP7|NPP7|alk-SMase|alkaline sphingomyelinase|ectonucleotide pyrophosphatase/phosphodiesterase 7
HGNC:3360	ARPP-19e|ENSA|MGC4319|MGC78563|MGC8394|endosulfine alpha
HGNC:26352	ENTH domain containing 1|ENTHD1|FLJ25421
HGNC:3363	ATPDase|CD39|ENTPD1|NTPDase-1|SPG64|ectonucleoside triphosphate diphosphohydrolase 1
HGNC:3364	CD39-like-1|CD39L1|ENTPD2|NTPDase-2|ecto-ATPase|ectonucleoside triphosphate diphosphohydrolase 2
HGNC:3365	CD39L3|ENTPD3|HB6|NTPDase-3|ectonucleoside triphosphate diphosphohydrolase 3
HGNC:14573	ENTPD4|KIAA0392|LALP70|LAP70|LYSAL1|NTPDase-4|UDPase|ectonucleoside triphosphate diphosphohydrolase 4|lysosomal apyrase-like 1
HGNC:3367	CD39L4|ENTPD5|NTPDase-5|PCPH|ectonucleoside triphosphate diphosphohydrolase 5|proto-oncogene CPH
HGNC:3368	CD39L2|ENTPD6|IL6ST2|NTPDase-6|dJ738P15.3|ectonucleoside triphosphate diphosphohydrolase 6 (putative)|interleukin 6 signal transducer-2
HGNC:19745	ENTPD7|FLJ30978|LALP1|ectonucleoside triphosphate diphosphohydrolase 7
HGNC:24860	ENTPD8|GLSR2492|NTPDase-8|UNQ2492|ectonucleoside triphosphate diphosphohydrolase 8
HGNC:24449	DC6|ENY2|ENY2, transcription and export complex 2 subunit|FLJ20480|Sus1|enhancer of yellow 2 homolog (Drosophila)
HGNC:28526	AER61|AER61 glycosyltransferase|C3orf64|EGF domain specific O-linked N-acetylglucosamine transferase|EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase|EOGT|FLJ33770|chromosome 3 open reading frame 64
HGNC:3372	EOMES|T-box brain2|TBR2|eomesodermin|eomesodermin (Xenopus laevis) homolog
HGNC:3373	E1A binding protein p300|EP300|KAT3B|histone acetyltransferase p300|p300
HGNC:11958	CAGH32|DKFZP434I225|E1A binding protein p400|EP400|KIAA1498|KIAA1818|P400|TNRC12|trinucleotide repeat containing 12
HGNC:3374	EPAS1|HIF-1 alpha-like factor|HIF2A|HLF|MOP2|PASD2|bHLHe73|endothelial PAS domain protein 1
HGNC:3377	4.1R|EL1|EPB41|elliptocytosis 1, RH-linked|erythrocyte membrane protein band 4.1
HGNC:3378	4.1N|EPB41L1|KIAA0338|erythrocyte membrane protein band 4.1 like 1
HGNC:3379	4.1-G|EPB41L2|erythrocyte membrane protein band 4.1 like 2
HGNC:3380	4.1B|DAL1|EPB41L3|KIAA0987|erythrocyte membrane protein band 4.1 like 3
HGNC:13278	EPB41L4A|NBL4|erythrocyte membrane protein band 4.1 like 4A
HGNC:19818	EHM2|EPB41L4B|erythrocyte membrane protein band 4.1 like 4B
HGNC:19819	BE37|EPB41L5|FLJ12957|KIAA1548|YMO1|YRT|erythrocyte membrane protein band 4.1 like 5|yurt homolog (Drosophila)
HGNC:3381	EPB42|Erythrocyte surface protein band 4.2|MGC116735|MGC116737|PA|erythrocyte membrane protein band 4.2
HGNC:19876	EPC1|Epl1|enhancer of polycomb homolog 1|enhancer of polycomb homolog 1 (Drosophila)
HGNC:24543	DKFZP566F2124|EPC2|enhancer of polycomb homolog 2|enhancer of polycomb homolog 2 (Drosophila)
HGNC:11529	17-1A|323/A3|CD326|CO-17A|EGP-2|EGP34|EGP40|EPCAM|ESA|Ep-CAM|GA733-2|HEA125|KS1/4|KSA|Ly74|M4S1|MH99|MIC18|MK-1|MOC31|TACST-1|TACSTD1|TROP1|antigen identified by monoclonal antibody AUA1|epithelial cell adhesion molecule|tumor-associated calcium signal transducer 1
HGNC:17572	EPDR|EPDR1|MERP-1|MERP1|UCC1|ependymin related 1|ependymin related protein 1 (zebrafish)
HGNC:29331	EPG5|KIAA1632|ectopic P-granules autophagy protein 5 homolog|ectopic P-granules autophagy protein 5 homolog (C. elegans)|hEPG5
HGNC:17470	ALGV3072|EPG|EPGN|PRO9904|epigen|epithelial mitogen|epithelial mitogen homolog (mouse)
HGNC:3385	EPH|EPH receptor A1|EPHA1|EPHT|EPHT1|EphA1
HGNC:3386	ECK|EPH receptor A2|EPHA2|EphA2
HGNC:3387	EPH receptor A3|EPHA3|ETK|ETK1|EphA3|HEK|HEK4|TYRO4
HGNC:3388	EPH receptor A4|EPHA4|EphA4|Hek8|TYRO1
HGNC:3389	CEK7|EHK1|EPH receptor A5|EPHA5|EphA5|Hek7|TYRO4
HGNC:19296	EPH receptor A6|EPHA6|FLJ35246
HGNC:3390	EPH receptor A7|EPHA7|EphA7|Hek11
HGNC:3391	EEK|EPH receptor A8|EPHA8|EphA8|Hek3
HGNC:19987	EPH receptor A10|EPHA10|FLJ16103|FLJ33655
HGNC:3392	EPH receptor B1|EPHB1|EPHT2|EphB1|Hek6
HGNC:3393	DRT|EPH receptor B2|EPHB2|EPHT3|ERK|EphB2|Hek5|Tyro5
HGNC:3394	EPH receptor B3|EPHB3|ETK2|EphB3|Hek2|Tyro6
HGNC:3395	EPH receptor B4|EPHB4|EphB4|HTK|Tyro11
HGNC:3396	EPH receptor B6|EPHB6|EphB6|HEP
HGNC:3401	EPHX|EPHX1|epoxide hydrolase 1|epoxide hydrolase 1, microsomal (xenobiotic)
HGNC:3402	EPHX2|epoxide hydrolase 2|epoxide hydrolase 2, cytoplasmic
HGNC:23760	ABHD9|EPHX3|FLJ22408|abhydrolase domain containing 9|epoxide hydrolase 3
HGNC:23758	ABHD7|EPHX4|EPHXRP|FLJ90341|abhydrolase domain containing 7|epoxide hydrolase 4
HGNC:3413	EPM2A|LD|LDE|epilepsy, progressive myoclonus type 2, Lafora disease (laforin)|epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)
HGNC:19735	EPM2A (laforin) interacting protein 1|EPM2A interacting protein 1|EPM2AIP1|FLJ11207|KIAA0766|laforin interacting protein 1
HGNC:21604	EPN1|epsin 1
HGNC:18639	EHB21|EPN2|Eps15 binding protein|KIAA1065|epsin 2
HGNC:18235	EPN3|FLJ20778|MGC129899|epsin 3
HGNC:3415	EP|EPO|erythropoietin
HGNC:3416	EPOR|erythropoietin receptor
HGNC:15932	CT71|EPPIN|EPPIN1|EPPIN2|EPPIN3|SPINLW1|WAP7|WFDC7|cancer/testis antigen 72|dJ461P17.2|epididymal peptidase inhibitor|epididymal protease inhibitor|serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)|serine protease inhibitor-like, with Kunitz and WAP domains 1 (eppin)
HGNC:15577	EPIPL1|EPPK1|epidermal autoantigen 450K|epiplakin 1
HGNC:3418	EARS|EPRS|GLUPRORS|PARS|QARS|QPRS|glutamate tRNA ligase|glutamyl-prolyl-tRNA synthetase|proline tRNA ligase
HGNC:3420	EPS8|epidermal growth factor receptor pathway substrate 8
HGNC:21295	DRC3|EPS8 like 1|EPS8L1|FLJ20258|MGC23164|MGC4642
HGNC:21296	EPS8 like 2|EPS8-like 2|EPS8L2|FLJ21935|FLJ22171|MGC3088
HGNC:21297	EPS8 like 3|EPS8-like 3|EPS8L3|FLJ21522|MGC16817
HGNC:3419	AF-1P|EPS15|MLLT5|epidermal growth factor receptor pathway substrate 15
HGNC:24634	EPS15L1|epidermal growth factor receptor pathway substrate 15 like 1|epidermal growth factor receptor pathway substrate 15-like 1|eps15R
HGNC:16465	BRESI1|EPSTI1|MGC29634|epithelial stromal interaction 1 (breast)|epithelial stromal interaction protein 1
HGNC:29361	EPT1|KIAA1724|SELI|SEPI|ethanolaminephosphotransferase 1|ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)|selenoprotein I
HGNC:3423	EPO|EPP|EPX|EPX-PEN|eosinophil peroxidase
HGNC:3053	DSPG3|EPYC|Pg-Lb|SLRR3B|dermatan sulfate proteoglycan 3|dermatan sulphate proteoglycan 3|epiphycan|epiphycan proteoglycan
HGNC:1359	AFAF|Acr formation associated factor|Acrosome formation associated factor|C9orf11|EQTN|SPACA8|chromosome 9 open reading frame 11|equatorin|equatorin, sperm acrosome associated|sperm acrosome associated 8
HGNC:3424	ERAL1|Era (E. coli G-protein homolog)-like 1|Era G-protein-like 1 (E. coli)|Era like 12S mitochondrial rRNA chaperone 1|Era-like 12S mitochondrial rRNA chaperone 1|HERA-B
HGNC:18173	A-LAP|ARTS-1|ERAAP1|ERAP1|KIAA0525|PILS-AP|adipocyte-derived leucine aminopeptidase|aminopeptidase regulator of TNFR1 shedding|endoplasmic reticulum aminopeptidase 1|puromycin-insensitive leucyl-specific aminopeptidase
HGNC:29499	ERAP2|L-RAP|LRAP|endoplasmic reticulum aminopeptidase 2|leukocyte-derived arginine aminopeptidase
HGNC:5174	ERAS|ES cell expressed Ras|HRAS2|HRASP|v-Ha-ras Harvey rat sarcoma viral oncogene homolog pseudogene
HGNC:3430	CD340|ERBB2|HER-2|HER2|NEU|NGL|erb-b2 receptor tyrosine kinase 2|human epidermal growth factor receptor 2|neuro/glioblastoma derived oncogene homolog|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)
HGNC:3431	ERBB3|HER3|LCCS2|erb-b2 receptor tyrosine kinase 3|human epidermal growth factor receptor 3|lethal congenital contracture syndrome 2|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
HGNC:3432	ALS19|ERBB4|HER4|erb-b2 receptor tyrosine kinase 4|human epidermal growth factor receptor 4|v-erb-a avian erythroblastic leukemia viral oncogene homolog-like 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
HGNC:15842	ERBB2-interacting protein|ERBB2IP|ERBIN|LAP2|densin-180-like protein|erbb2 interacting protein|erbb2-interacting protein
HGNC:17072	CAST2|ELKS|ELKS/RAB6-interacting/CAST family member 1|ERC1|KIAA1081|MGC12974|RAB6 interacting protein 2|RAB6IP2
HGNC:31922	CAST|CAST1|ELKS/RAB6-interacting/CAST family member 2|ELKSL|ERC2|KIAA0378|SPBC110|Spc110
HGNC:3433	ERCC excision repair 1, endonuclease non-catalytic subunit|ERCC1|RAD10|excision repair cross-complementation group 1|excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)
HGNC:3434	EM9|ERCC excision repair 2, TFIIH core complex helicase subunit|ERCC2|MAG|MGC102762|MGC126218|MGC126219|TFIIH|TFIIH basal transcription factor complex helicase XPB subunit|XPD|excision repair cross-complementation group 2|excision repair cross-complementing rodent repair deficiency, complementation group 2|excision repair cross-complementing rodent repair deficiency, complementation group 2 protein|xeroderma pigmentosum complementary group D
HGNC:3435	BTF2|ERCC excision repair 3, TFIIH core complex helicase subunit|ERCC3|GTF2H|RAD25|TFIIH|XPB|excision repair cross-complementation group 3|excision repair cross-complementing rodent repair deficiency, complementation group 3|xeroderma pigmentosum group B complementing
HGNC:3436	ERCC excision repair 4, endonuclease catalytic subunit|ERCC4|FANCQ|RAD1|XPF|excision repair cross-complementation group 4|excision repair cross-complementing rodent repair deficiency, complementation group 4|xeroderma pigmentosum, complementation group F
HGNC:3437	Cockayne syndrome|ERCC excision repair 5, endonuclease|ERCC5|ERCM2|XPGC|excision repair cross-complementation group 5|excision repair cross-complementing rodent repair deficiency, complementation group 5|xeroderma pigmentosum, complementation group G
